category,image,label,score,pred
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/009.png,1,0.34440740942955017,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/010.png,1,0.33180975914001465,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/011.png,1,0.24411964416503906,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/012.png,1,0.21279633045196533,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/013.png,1,0.542523980140686,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/014.png,1,0.38773995637893677,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/015.png,1,0.3754042088985443,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/016.png,1,0.18602830171585083,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/017.png,1,0.4904325008392334,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/018.png,1,0.40817928314208984,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/019.png,1,0.11462404578924179,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/contamination/020.png,1,0.2067420929670334,1
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/000.png,0,0.05072649568319321,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/001.png,0,0.06270185112953186,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/002.png,0,0.05318812280893326,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/003.png,0,0.0498545840382576,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/004.png,0,0.04679037258028984,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/005.png,0,0.05427952855825424,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/006.png,0,0.10605871677398682,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/007.png,0,0.05659402534365654,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/008.png,0,0.08005908876657486,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/009.png,0,0.06139565259218216,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/010.png,0,0.05219023674726486,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/011.png,0,0.048050276935100555,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/012.png,0,0.05340215563774109,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/013.png,0,0.04406271129846573,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/014.png,0,0.046895068138837814,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/015.png,0,0.0668102577328682,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/016.png,0,0.06994422525167465,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/017.png,0,0.049922484904527664,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/018.png,0,0.06533106416463852,0
bottle,/Users/mrinalseth13331/Downloads/archive/bottle/test/good/019.png,0,0.06775151193141937,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/000.png,1,0.3196546137332916,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/001.png,1,0.2990018129348755,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/002.png,1,0.36071497201919556,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/003.png,1,0.2960602343082428,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/004.png,1,0.4537299573421478,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/005.png,1,0.37276890873908997,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/006.png,1,0.39661771059036255,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/007.png,1,0.34908193349838257,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/008.png,1,0.16956892609596252,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/009.png,1,0.5409796833992004,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/010.png,1,0.4124242663383484,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/011.png,1,0.5707427263259888,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/bent_wire/012.png,1,0.3919197618961334,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/000.png,1,0.12833194434642792,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/001.png,1,0.13307419419288635,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/002.png,1,0.1308230459690094,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/003.png,1,0.11148474365472794,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/004.png,1,0.14074301719665527,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/005.png,1,0.13453903794288635,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/006.png,1,0.11039944738149643,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/007.png,1,0.1329633891582489,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/008.png,1,0.12555095553398132,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/009.png,1,0.17253682017326355,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/010.png,1,0.12398793548345566,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cable_swap/011.png,1,0.12104370445013046,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/000.png,1,0.3626418113708496,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/001.png,1,0.39238476753234863,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/002.png,1,0.23421648144721985,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/003.png,1,0.31593605875968933,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/004.png,1,0.20683884620666504,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/005.png,1,0.3503236472606659,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/006.png,1,0.3483709692955017,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/007.png,1,0.2637158930301666,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/008.png,1,0.48508787155151367,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/009.png,1,0.19500115513801575,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/combined/010.png,1,0.2845512330532074,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/000.png,1,0.15505516529083252,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/001.png,1,0.2553618848323822,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/002.png,1,0.1461704969406128,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/003.png,1,0.18454615771770477,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/004.png,1,0.2568451762199402,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/005.png,1,0.18386612832546234,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/006.png,1,0.157140851020813,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/007.png,1,0.20823673903942108,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/008.png,1,0.16257350146770477,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/009.png,1,0.1922106146812439,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/010.png,1,0.20127256214618683,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/011.png,1,0.27957987785339355,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/012.png,1,0.1727437973022461,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_inner_insulation/013.png,1,0.20809054374694824,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/000.png,1,0.2501813769340515,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/001.png,1,0.265612930059433,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/002.png,1,0.1919136345386505,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/003.png,1,0.1592608243227005,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/004.png,1,0.15889282524585724,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/005.png,1,0.20901016891002655,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/006.png,1,0.24220454692840576,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/007.png,1,0.17930571734905243,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/008.png,1,0.1338706910610199,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/cut_outer_insulation/009.png,1,0.1898568868637085,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/000.png,0,0.10948418080806732,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/001.png,0,0.08818550407886505,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/002.png,0,0.12190540879964828,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/003.png,0,0.10025723278522491,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/004.png,0,0.1030038595199585,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/005.png,0,0.1170731633901596,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/006.png,0,0.11545933783054352,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/007.png,0,0.12933531403541565,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/008.png,0,0.10851695388555527,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/009.png,0,0.09738532453775406,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/010.png,0,0.09480305016040802,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/011.png,0,0.1007557287812233,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/012.png,0,0.1286182403564453,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/013.png,0,0.1372816115617752,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/014.png,0,0.113777756690979,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/015.png,0,0.11544422805309296,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/016.png,0,0.11587359011173248,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/017.png,0,0.10783357918262482,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/018.png,0,0.11318173259496689,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/019.png,0,0.13531330227851868,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/020.png,0,0.10156600177288055,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/021.png,0,0.10188194364309311,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/022.png,0,0.10515351593494415,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/023.png,0,0.144646555185318,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/024.png,0,0.10283426940441132,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/025.png,0,0.10532563924789429,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/026.png,0,0.13605371117591858,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/027.png,0,0.1085311621427536,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/028.png,0,0.09827226400375366,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/029.png,0,0.1080809012055397,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/030.png,0,0.12810072302818298,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/031.png,0,0.11760689318180084,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/032.png,0,0.10528329759836197,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/033.png,0,0.11266447603702545,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/034.png,0,0.11952974647283554,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/035.png,0,0.09475784748792648,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/036.png,0,0.12788346409797668,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/037.png,0,0.1063787117600441,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/038.png,0,0.12610916793346405,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/039.png,0,0.11459378898143768,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/040.png,0,0.10683424770832062,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/041.png,0,0.13693538308143616,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/042.png,0,0.1554827243089676,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/043.png,0,0.10755173861980438,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/044.png,0,0.10686030238866806,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/045.png,0,0.1417657434940338,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/046.png,0,0.09823216497898102,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/047.png,0,0.11012482643127441,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/048.png,0,0.10322588682174683,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/049.png,0,0.11077884584665298,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/050.png,0,0.10914559662342072,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/051.png,0,0.1288137137889862,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/052.png,0,0.10593390464782715,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/053.png,0,0.11098434776067734,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/054.png,0,0.11894547939300537,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/055.png,0,0.11541452258825302,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/056.png,0,0.12469030916690826,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/good/057.png,0,0.19188567996025085,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/000.png,1,0.3477361798286438,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/001.png,1,0.28110432624816895,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/002.png,1,0.29536643624305725,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/003.png,1,0.3094478249549866,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/004.png,1,0.28774893283843994,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/005.png,1,0.3035137355327606,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/006.png,1,0.5681703090667725,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/007.png,1,0.3465699553489685,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/008.png,1,0.30870065093040466,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/009.png,1,0.351912260055542,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/010.png,1,0.39668115973472595,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_cable/011.png,1,0.3534452021121979,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/000.png,1,0.1516432911157608,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/001.png,1,0.27536094188690186,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/002.png,1,0.2176041603088379,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/003.png,1,0.3311992287635803,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/004.png,1,0.26726919412612915,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/005.png,1,0.22408394515514374,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/006.png,1,0.2407664805650711,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/007.png,1,0.21674883365631104,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/008.png,1,0.23142866790294647,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/missing_wire/009.png,1,0.3313497006893158,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/000.png,1,0.15378770232200623,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/001.png,1,0.20226755738258362,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/002.png,1,0.12126664817333221,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/003.png,1,0.135589599609375,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/004.png,1,0.11937377601861954,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/005.png,1,0.22708754241466522,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/006.png,1,0.1389901340007782,0
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/007.png,1,0.14940081536769867,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/008.png,1,0.15040814876556396,1
cable,/Users/mrinalseth13331/Downloads/archive/cable/test/poke_insulation/009.png,1,0.16077257692813873,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/000.png,1,0.06117905303835869,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/001.png,1,0.5041035413742065,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/002.png,1,0.11483532190322876,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/003.png,1,0.10056114196777344,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/004.png,1,0.2087932825088501,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/005.png,1,0.0808991864323616,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/006.png,1,0.15287598967552185,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/007.png,1,0.22121772170066833,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/008.png,1,0.08511308580636978,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/009.png,1,0.11558470875024796,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/010.png,1,0.2986617982387543,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/011.png,1,0.17166635394096375,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/012.png,1,0.19709455966949463,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/013.png,1,0.07864753901958466,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/014.png,1,0.13005508482456207,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/015.png,1,0.23001663386821747,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/016.png,1,0.05897543579339981,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/017.png,1,0.30993056297302246,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/018.png,1,0.1523873507976532,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/019.png,1,0.09009157866239548,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/020.png,1,0.08505984395742416,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/021.png,1,0.05263066291809082,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/crack/022.png,1,0.08003993332386017,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/000.png,1,0.11109858751296997,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/001.png,1,0.06966479122638702,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/002.png,1,0.09757719188928604,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/003.png,1,0.08991406112909317,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/004.png,1,0.15916475653648376,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/005.png,1,0.16264310479164124,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/006.png,1,0.09549127519130707,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/007.png,1,0.10223064571619034,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/008.png,1,0.09438852220773697,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/009.png,1,0.08059779554605484,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/010.png,1,0.16326315701007843,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/011.png,1,0.07226009666919708,0
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/012.png,1,0.09824249893426895,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/013.png,1,0.10640828311443329,1
capsule,/Users/mrinalseth13331/Downloads/archive/capsule/test/faulty_imprint/014.png,1,0.12481971085071564,1
